VTX, IDX, POSITION0.x, POSITION0.y, POSITION0.z, POSITION0.w, NORMAL0.x, NORMAL0.y, NORMAL0.z, NORMAL0.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, POSITION6.x, POSITION6.y, POSITION6.z, POSITION6.w, POSITION7.x, POSITION7.y, POSITION7.z, POSITION7.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w
2161, 1273, -3.68945, -9.25,  39.9375,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2162, 1270, -5.36328, -9.25,  39.9375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2163, 1274, -4.82422, -9.07813,  45.15625,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2164, 1275, -4.89453, -7.07813,  45.15625,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2165, 1276, -3.21875, -7.07813,  45.15625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2166, 1276, -3.21875, -7.07813,  45.15625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2167, 1277, -3.15039, -9.07813,  45.15625,  1.00,  0.49804,  0.49412,  0.00,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2168, 1274, -4.82422, -9.07813,  45.15625,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2169, 1278, -5.54297, -7.28125,  38.84375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2170, 1279, -5.47656, -9.28125,  38.84375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2171, 1280, -3.80078, -9.28125,  38.84375,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2172, 1280, -3.80078, -9.28125,  38.84375,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2173, 1281, -3.86719, -7.28125,  38.84375,  1.00,  0.49804,  0.50196,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2174, 1278, -5.54297, -7.28125,  38.84375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2175, 1282, -5.47656, -9.28125,  38.84375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2176, 1283, -5.71484, -9.28906,  38.875,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2177, 1284, -4.03906, -9.28906,  38.875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2178, 1284, -4.03906, -9.28906,  38.875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2179, 1285, -3.80078, -9.28125,  38.84375,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2180, 1282, -5.47656, -9.28125,  38.84375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2181, 1286, -6.00391, -7.42578,  34.375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2182, 1287, -5.93359, -9.42188,  34.40625,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2183, 1288, -4.25781, -9.42188,  34.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2184, 1288, -4.25781, -9.42188,  34.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2185, 1289, -4.32813, -7.42578,  34.375,  1.00,  0.49804,  0.50196,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2186, 1286, -6.00391, -7.42578,  34.375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2187, 1290, -5.93359, -9.42188,  34.40625,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2188, 1291, -6.17578, -9.4375,  34.40625,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2189, 1292, -4.50, -9.4375,  34.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2190, 1292, -4.50, -9.4375,  34.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2191, 1293, -4.25781, -9.42188,  34.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2192, 1290, -5.93359, -9.42188,  34.40625,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2193, 1294, -6.17969, -9.50,  32.03125,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2194, 1295, -6.24609, -7.50391,  32.00,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2195, 1296, -4.57031, -7.50391,  32.00,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2196, 1296, -4.57031, -7.50391,  32.00,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2197, 1297, -4.50391, -9.50,  32.03125,  1.00,  0.49804,  0.49412,  0.00,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2198, 1294, -6.17969, -9.50,  32.03125,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2199, 1298, -6.12109, -7.46484,  33.21875,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2200, 1299, -6.05469, -9.46094,  33.21875,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2201, 1300, -4.37891, -9.46094,  33.21875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2202, 1300, -4.37891, -9.46094,  33.21875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2203, 1301, -4.44922, -7.46484,  33.21875,  1.00,  0.49804,  0.50196,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2204, 1298, -6.12109, -7.46484,  33.21875,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2205, 1302, -6.05469, -9.46094,  33.21875,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2206, 1303, -6.29297, -9.46875,  33.25,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2207, 1304, -4.62109, -9.46875,  33.25,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2208, 1304, -4.62109, -9.46875,  33.25,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2209, 1305, -4.37891, -9.46094,  33.21875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2210, 1302, -6.05469, -9.46094,  33.21875,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2211, 1306, -5.82813, -9.39063,  35.4375,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2212, 1307, -5.89453, -7.39453,  35.40625,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2213, 1308, -4.22266, -7.39453,  35.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2214, 1308, -4.22266, -7.39453,  35.40625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2215, 1309, -4.15234, -9.39063,  35.4375,  1.00,  0.49804,  0.49412,  0.00,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2216, 1306, -5.82813, -9.39063,  35.4375,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2217, 1310, -5.94922, -9.42969,  34.28125,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2218, 1311, -6.01563, -7.42969,  34.25,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2219, 1312, -4.33984, -7.42969,  34.25,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2220, 1312, -4.33984, -7.42969,  34.25,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2221, 1313, -4.27344, -9.42969,  34.28125,  1.00,  0.49804,  0.49412,  0.00,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2222, 1310, -5.94922, -9.42969,  34.28125,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2223, 1314, -5.64844, -7.31641,  37.8125,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2224, 1315, -5.58203, -9.3125,  37.8125,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2225, 1316, -3.9082, -9.3125,  37.8125,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2226, 1316, -3.9082, -9.3125,  37.8125,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2227, 1317, -3.97461, -7.31641,  37.8125,  1.00,  0.49804,  0.50196,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2228, 1314, -5.64844, -7.31641,  37.8125,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2229, 1318, -5.58203, -9.3125,  37.8125,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2230, 1319, -5.82422, -9.32031,  37.84375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2231, 1320, -4.14844, -9.32031,  37.84375,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2232, 1320, -4.14844, -9.32031,  37.84375,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2233, 1321, -3.9082, -9.3125,  37.8125,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2234, 1318, -5.58203, -9.3125,  37.8125,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2235, 1322, -6.33984, -7.53125,  31.09375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2236, 1323, -6.27344, -9.53125,  31.10938,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2237, 1324, -4.59766, -9.53125,  31.10938,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2238, 1324, -4.59766, -9.53125,  31.10938,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2239, 1325, -4.66406, -7.53125,  31.09375,  1.00,  0.49804,  0.50196,  0.99608,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2240, 1322, -6.33984, -7.53125,  31.09375,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2241, 1326, -6.27344, -9.53125,  31.10938,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2242, 1327, -6.51172, -9.53906,  31.125,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2243, 1328, -4.83984, -9.53906,  31.125,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2244, 1328, -4.83984, -9.53906,  31.125,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2245, 1329, -4.59766, -9.53125,  31.10938,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2246, 1326, -6.27344, -9.53125,  31.10938,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2247, 1330, -6.28516, -9.53125,  30.96875,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2248, 1331, -6.35547, -7.53516,  30.96875,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2249, 1332, -4.67969, -7.53516,  30.96875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2250, 1332, -4.67969, -7.53516,  30.96875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2251, 1333, -4.61328, -9.53125,  30.96875,  1.00,  0.49804,  0.49412,  0.00,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2252, 1330, -6.28516, -9.53125,  30.96875,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2253, 1334, -6.39844, -9.57031,  29.875,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2254, 1335, -6.46484, -7.57031,  29.875,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2255, 1336, -4.79297, -7.57031,  29.875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2256, 1336, -4.79297, -7.57031,  29.875,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.99608,  0.49804,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2257, 1337, -4.72266, -9.57031,  29.875,  1.00,  0.49804,  0.49412,  0.00,  0.00,  0.99608,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2258, 1334, -6.39844, -9.57031,  29.875,  1.00,  0.44706,  0.49412,  0.00392,  0.00,  0.99216,  0.49804,  0.44706,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2259, 1338, -5.10156, -7.14453,  43.15625,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2260, 1339, -5.03125, -9.14063,  43.15625,  1.00,  0.54902,  0.50196,  0.99216,  0.00,  0.00392,  0.49804,  0.54902,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
2261, 1340, -3.35742, -9.14063,  43.15625,  1.00,  0.49804,  0.96471,  0.66667,  0.00,  0.00,  0.49804,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
